did,followers_count,valid_post_count,total_likes,total_reposts,total_replies,mean_X,avg_jump_size,lambda,duration_days,post_count
did:plc:aaso4d6rsxiueodok7btdlrs,162,29,75,1,11,1.137159766110626,4.0,0.20840785729219316,165.96217965277532,37
did:plc:mrky3vuw7p2temwywlubejbr,1126,19,169,19,2,3.9837432353205973,11.0,0.12046286606748531,168.9912328935166,272
did:plc:pcnpp3pkvovjhqqcytbvn5pd,51,70,97,2,27,1.9551452685615325,2.8,0.47222842290969813,169.00463361111227,83
did:plc:zqblzex5q6e2jbsdhnnoczvd,21,45,72,1,7,1.3339508731303802,2.7777777777777777,0.3173049975811552,167.85557251157584,68
did:plc:qw5jnbt3afu7ldsakwtafk4a,69,393,806,0,393,17.848673866676975,4.0508905852417305,2.8756846332461325,165.86942502314847,516
did:plc:lo7o6dbz6gkjy75muu3dpy26,36,21,5,1,1,0.3021375142510639,1.3333333333333333,0.14186971525185013,167.00986050925874,26
did:plc:67imvjbed2slcjebb6p6zw6w,610,249,330,16,46,6.574724126226603,2.57429718875502,1.7894873682387986,168.35816723379548,287
did:plc:2y2ddloqm4ah5laj2a2b5xpv,2192,1944,915,150,68,45.81224199122972,1.5828189300411524,13.996100604355808,168.846917210649,4320
did:plc:5v5je24jw7fhy733vx4usdqn,334,42,24,0,2,0.7180603806473043,1.619047619047619,0.3087904190605511,165.95997047453568,50
did:plc:vyaoflby6f333q7ram5cvkvr,388,742,1641,93,250,27.59386676220407,3.673854447439353,5.261396269113474,168.33675393518473,761
did:plc:kj6zyh3jgz3echyaumhqwhwe,711,19,70,1,9,1.025600771976499,5.2105263157894735,0.1279691152502239,169.0148871527778,32
did:plc:zwuk4usup3x2vl426s2g3kcy,232,51,337,14,10,4.259683792640529,8.07843137254902,0.361945660603481,169.01447384259214,59
did:plc:rwmv7kb733ph7suxdff5lmhq,536,267,309,10,27,39.03798082788574,2.295880149812734,1.9180896118013315,169.11859078703654,4320
did:plc:xwoquxnpycfdqaowcqff5xyz,89,26,98,9,10,1.5645852591080045,5.5,0.18765236033119778,166.5089403009249,39
did:plc:cu2d74osyy33tmxtehntut74,334,91,117,28,7,2.7639918759966027,2.67032967032967,0.6482337105668595,168.82649824074022,138
did:plc:3nsxaudctmlg7jvcathhx7wf,484,39,145,12,17,2.2952541170256286,5.461538461538462,0.26621194171883245,166.2098245833345,52
did:plc:xqp7rmwdxgwjen6nnr7reooq,992,11,24,3,1,0.5924452746081476,3.5454545454545454,0.07464080206054244,167.67870068287132,34
did:plc:w6sm72ckbyrbyossjdyzriiw,45,53,59,0,15,1.680118137284194,2.3962264150943398,0.3829754002355345,168.11994037037095,102
did:plc:tzdpolrk43kslnybvi7at3fm,2293,3767,2370,346,86,67.68263420118478,1.7438279798247942,27.105468471991188,168.93982925925818,4320
did:plc:vmeocjwoyjjm4iwhdkyv6iyq,359,60,64,3,40,1.7876734285269233,2.783333333333333,0.41975451061653973,167.6272273842604,88
did:plc:66eqh5n54qr2vqf6thjrxmxs,321,259,418,27,89,8.17625529156339,3.0617760617760617,1.874932755494742,167.1762944328702,299
did:plc:gbr76gnfs4eeeoxtngtdqdjq,10553,148,1179,63,115,16.294310785815185,10.16891891891892,1.0738526963192359,167.6351313541664,208
did:plc:i7tqil44pba6cqddxqijtyhb,154,113,253,17,38,4.878938754661253,3.725663716814159,0.8034963583746748,169.05935813657388,183
did:plc:4zzlqbc3ugxvow6emvlreryx,92,73,200,1,32,2.888385512886784,4.191780821917808,0.4585694130755411,166.9430075115738,80
did:plc:axp3vgcaiemcemtoai3f6pqs,738,237,2546,119,137,30.357044660608523,12.822784810126583,1.7043941336262516,168.87114067129514,296
did:plc:zruxqfwbz6ozy4xzrmllrpy5,961,963,11227,340,380,159.9478037892771,13.406022845275182,6.9287999848908415,168.98294381944393,4320
did:plc:egwtm62hp4lxnr5z7nathgab,758,285,875,28,185,16.811457094715273,4.817543859649123,2.053039393622527,168.7870178472223,638
did:plc:2g46lim2bttghoiwqrdx55ir,220,36,40,0,2,1.0982941363583663,2.1666666666666665,0.24991859920460385,169.0220051388884,81
did:plc:qbeq3cl7gtd4kxc2yrvz66c2,99,29,27,1,14,0.750682103738581,2.4482758620689653,0.21012038168251557,164.96986281250085,36
did:plc:f7mb2yjlkggdlwibhaqbzwvm,186,24,65,1,13,1.0831667340195321,4.291666666666667,0.16952236213367797,161.76983268518416,45
did:plc:xefwyqzshrwddavntuvik3cc,55,17,23,4,1,0.47036957996155154,2.6470588235294117,0.12024428903439295,166.00197039351696,37
did:plc:w4zbdq66ppz34ckqygfflw42,1144,49,313,84,18,4.6052651964855205,9.46938775510204,0.3336402116638407,168.95060348379667,61
did:plc:qjbm6wsi2twa3nrc7orjd5yw,78,31,139,10,7,2.032298136742368,6.032258064516129,0.21248302462116872,168.72986276620517,57
did:plc:t4s7bvuzppokdq5u27d5nfxi,24,26,12,0,5,0.47202604117817176,1.6538461538461537,0.1912834122662278,162.8802969097208,36
did:plc:pseaiws45tetohmrojddjfup,429,189,531,35,90,8.796180929277522,4.470899470899471,1.3478740513892387,168.83290909722172,226
did:plc:jlnczxd24umvdfgxwzgmkjkf,14,46,106,9,16,1.6785883115894695,3.847826086956522,0.30556536657515987,168.89916828703826,55
did:plc:2vfdyhfpbgo4dovgioy7pxdl,162,15,14,0,8,0.5412435131287131,2.466666666666667,0.10647469106353598,167.35305574074113,40
did:plc:uoknpmz7krkj6bh53l4qdqtx,133,109,210,25,22,3.926719508310693,3.3577981651376145,0.7805165223981371,167.8082701736109,147
did:plc:h7ypmcrxx7hlgqhz246casho,89,60,75,2,8,2.008932806927269,2.4166666666666665,0.43906670730574426,166.63300046296308,119
did:plc:acvwzomnzs6k5civv33f47wq,611,30,143,29,15,2.2155953946682554,7.233333333333333,0.2135024124481905,167.02208258101786,91
did:plc:4co72e77tpjqlykq2sg3j74k,211,41,97,18,4,1.9904570023987664,3.902439024390244,0.2972872730697055,167.02227258101934,84
did:plc:g7o36srizc72u2xdsd7fchac,899,216,608,77,155,12.746332960343585,4.888888888888889,1.557935247699833,168.5667586342604,421
did:plc:3zpqp3c7msddmyf3rbjpurq6,30,32,51,0,1,0.8578144836739382,2.625,0.2336094917759043,166.6567632638884,44
did:plc:fcj4rgdwrze5wr2ofd37xpxx,320,9,135,23,0,2.27729144947912,18.555555555555557,0.05629821981623246,168.75255020833401,14
did:plc:6njhtnfljpu3gi6rd5h6xbvg,0,3652,16,66,0,39.23673553278387,1.0224534501642935,26.3968961693757,168.29244061342544,4320
did:plc:sj2swgwjxg3rvclli2tdwyu3,1348,37,120,21,17,1.9342390972779566,5.27027027027027,0.2506911406259918,166.01960344907312,58
did:plc:tvztijueeic6gmtwtmkrip5e,64,29,36,0,7,0.7350312540308291,2.4827586206896552,0.2083640304411796,166.85298087963076,36
did:plc:6zxgmwrp7pzhtby2dvpfa7c5,376,15,15,6,0,0.3628866842112438,2.4,0.11095384992423792,164.18011371527834,22
did:plc:md2utrkufe3fqosgns4lgycd,437,7,4,0,1,0.16689704633190305,1.7142857142857142,0.04783253887361583,166.603585034722,17
did:plc:lpsfhug4b5mfrrxi2mohciym,750,67,187,5,10,2.7508248397432076,4.014925373134329,0.46933091177609154,166.10501793981427,77
did:plc:azv2v5ix52qikg45n3dzdjik,229,37,209,33,89,6.009307699605166,9.945945945945946,0.26626249237473243,168.92729079861056,326
did:plc:o6ovz2gzgmxtgfe5vu5vrv22,394,35,54,0,5,1.341336877785682,2.6857142857142855,0.2508202243101091,168.71912328703812,90
did:plc:bnzbwl7g32tebmzgmdismxkd,633,51,52,1,5,1.3283588953472598,2.1372549019607843,0.35870888737914314,168.92097021990904,82
did:plc:erplrarrp73egqbmyou4eisg,1086,66,165,10,26,2.943139228683249,4.045454545454546,0.4748885266306376,165.12841606481484,95
did:plc:iwlx4vpglodwvbx5cx7iumpk,1739,291,729,157,58,41.53429302673648,4.243986254295533,2.10077174648028,168.50316597222178,4320
did:plc:rcm4u527fpc3agkcssoaldkj,761,28,59,1,9,1.0039326243112778,3.4642857142857144,0.21348989925728992,160.66836748842564,34
did:plc:gpmq7bh375xowrzohgzyqkkt,185,26,9,3,1,0.5931325507001376,1.5,0.19071368269869496,165.44722158564738,49
did:plc:ldrbsnogmf4d5py4eb3jogpe,91,10,59,6,4,1.33503057225438,7.9,0.0729848838779451,166.7718037962941,75
did:plc:4yjd56mv7hd342mwxjv5xvu6,101,25,32,0,18,0.9863651996727771,3.0,0.18514469038739184,164.9470330092587,52
did:plc:v65oqh3zi2vdxakq6dhadacc,61,16,79,32,7,1.4362436779410088,8.375,0.11101293846040691,167.87149704861145,42
did:plc:bmfhjzi5fa33u7ij75rgugmy,120,36,44,1,2,1.1418682142198613,2.3055555555555554,0.2763299260031944,160.09809189814936,81
did:plc:jd6t6k2tgp5eyyehodiii5xc,254,39,43,0,7,1.4034006168358726,2.282051282051282,0.297587037470665,160.19186512731568,91
did:plc:dsdvnli2ufmplx5bie6chkhp,104,65,179,1,13,2.7907958324478144,3.9692307692307693,0.4683162445155453,166.7722759722201,95
did:plc:67cghlbbn75xp5ynyouuftiq,59,8,57,17,5,0.6803851117793988,10.875,0.04938819075756839,166.1179403124998,14
did:plc:ys3ijxb7fldg5v2bbmp2a3fu,779,43,134,44,17,3.1544664364494275,5.534883720930233,0.30200175557346515,167.06112440972416,137
did:plc:2xq4rmtd6c3vn2r6vxwdyooa,191,263,496,60,58,9.641700658486103,3.334600760456274,1.830905959310189,168.5352771296297,356
did:plc:etx23zn7rt4fqnexmlarxwuh,28,155,102,6,12,2.6248762644595183,1.7741935483870968,1.115221803522807,168.60634546296464,168
did:plc:xv7dk6zbditqvy2vvzw7xnov,59,23,406,75,11,6.319385169290827,22.391304347826086,0.15868001546198765,167.85630031250142,149
did:plc:j4ei5lnbreiz3xjzuwnso2k4,118,37,44,0,12,1.1371615687336805,2.5135135135135136,0.26409499542984344,167.91150175926035,68
did:plc:pt326wg2wdyi6fo4sxdukfcp,86,100,167,16,36,3.1547752226109136,3.19,0.6701383014355048,166.25661854166677,135
did:plc:gw34tihddlvhimem3glyt4fb,937,2203,482,114,107,44.4792174516833,1.3191103041307308,15.860961269837466,168.89174357638868,4320
did:plc:araj5uz4hgehxq7diwwf6l2h,236,21,39,0,3,0.570088934537136,3.0,0.12499526182774216,168.01152716435217,23
did:plc:xirnpnjyuuwuakqkoh7ptyuc,71,62,57,2,7,1.2412250394639857,2.064516129032258,0.44007587019730576,166.712581261573,76
did:plc:iukshe242slz4w4bw4m5hojw,17,129,372,0,12,5.639240557847312,3.9767441860465116,0.9482358364842393,165.96336047453738,157
did:plc:eacq5b7s6fxfc3tzpug5zcyf,105,33,37,7,4,0.823645371638027,2.4545454545454546,0.232014310632918,165.02396355324046,38
did:plc:er3hxx7cdbdpse23odvmhvko,340,119,193,10,36,13.842442720467151,3.008403361344538,0.8564194677088662,168.64882469907403,1159
did:plc:o5kvkrejvgubw3iy7mb3plgv,476,227,239,18,40,12.337396434289973,2.3083700440528636,1.6547667388467413,166.62191719907577,1127
did:plc:zanlnbz4lhb7lti7fxf2adjl,59,49,227,61,31,4.0130504373139075,7.510204081632653,0.35226485540649505,167.96442534722112,79
did:plc:b4urviab7uobv35kdf6ffp7l,702,21,27,2,15,13.114694577929424,3.0952380952380953,0.15194737290680288,168.1740722569437,1417
did:plc:efxgem64nh7xglddp3qv2vwb,1102,845,1016,146,118,47.097879972812926,2.514792899408284,6.08686237239252,168.64778762731564,4320
did:plc:d4wuudh6ry3louhji7whkq4h,656,15,49,7,2,3.267322976294733,4.866666666666666,0.10828543184379152,167.97546008101767,277
did:plc:3cqbmxcrf756xncslxu5gh2d,943,57,876,45,20,12.867510006424567,17.50877192982456,0.4137918882805441,166.8268684027758,97
did:plc:ybca7tjo4w6wwzihewh43qyf,139,44,130,20,13,2.328618188802883,4.704545454545454,0.31352392445002936,164.75033168981471,80
did:plc:mh2kev4qdtqdzml2mejufmry,2191,40,1718,332,34,22.75500948874223,53.1,0.2887421360584232,168.28260118055675,60
did:plc:mmarpz7svwuslyviesgwntck,265,166,584,152,53,9.604185544536769,5.753012048192771,1.1978487583394375,168.15502018518745,266
did:plc:aqkcfnuyrcvxyp7re4v3fygd,17,3425,47,6,4,36.39122134349961,1.0166423357664234,24.742994086882472,168.39667297453516,4320
did:plc:zpioamfbixscj4vmldll2qed,2145,172,267,143,35,6.88219391334292,3.5872093023255816,1.2532552678989777,166.592669594906,242
did:plc:t4yrgkgpqh4fj5ljjlwo5dco,590,22,14,1,5,0.35277002696732174,1.9090909090909092,0.1418663246415269,166.04295538194202,25
did:plc:ckz5ee5d22neppr7gj7u5kuc,93,31,7,0,7,0.5761219173560326,1.4516129032258065,0.20918310608625984,167.96910230323948,57
did:plc:5rxchhlgbpl35577xshmuyvq,2804,77,370,29,35,5.79851901859212,6.636363636363637,0.5554715025843324,168.5302563310194,145
did:plc:7vmg26l5rz4k6s6sr2jd6dwv,22,16,32,0,5,0.5563817794040421,3.3125,0.11342778962059087,168.73381196759365,22
did:plc:obdjfgptan7oyr7eai67fcvx,89,50,30,0,8,0.9255821067082796,1.76,0.36152753070207244,167.68981189814707,57
did:plc:wsrkas6vuslqg5fadmcro5kh,164,3703,439,71,26,44.12771123796112,1.1447475020253848,26.72458328191058,168.53750170138974,4320
did:plc:gv6erqvmc6aoqgyxocouxjve,568,16,12,1,5,0.4076748896674491,2.125,0.11339394300450795,158.83699479166833,26
did:plc:57k62wykilghf5oowq646vze,89,28,34,1,9,2.093860397059219,2.5714285714285716,0.2066433260108651,165.3397377546297,45
did:plc:ysgh7pffc6tco2iw6qchzsae,106,47,19,2,2,0.8355447465552428,1.4893617021276595,0.3365306437865263,168.02997859953732,79
did:plc:po5mfkvkg2bvz2oop452zaca,145,69,77,6,15,2.825756243319198,2.420289855072464,0.49705807872628016,168.57585469907357,298
did:plc:3l74xs7iozt2myjyupseqhmt,112922,2693,437719,110167,27836,6053.042513082281,214.7846268102488,19.439514194232565,168.52361925925922,3044
did:plc:vm34xje424td3ziopjameuj6,859,2678,5730,179,1098,101.8614042535884,3.616504854368932,19.340882308921326,168.44515677083146,3022
did:plc:jzja2phzd7n6z2jxwnt4e53m,5921,23,11817,1754,66,159.06565007518483,593.9130434782609,0.1626648916528303,167.77651675926037,44
did:plc:b7hujkw44ycq7qs5pbvnmwne,498,72,191,13,21,3.3507039506184535,4.125,0.5204344107254091,168.256649849539,124
did:plc:ykafsfwyt23lzsdjqldlpczx,188,23,22,5,14,0.7099224345544103,2.782608695652174,0.16909775411202102,162.0606151157397,35
did:plc:njkbbptbb73tkjdp7onv3adl,38,22,3,0,0,0.23264619765059444,1.1363636363636365,0.13402445856370368,168.23157461805752,26
did:plc:5rgxihwteenx7gstljtbcdld,133,28,7,2,0,0.5695131205609476,1.3214285714285714,0.1830726033841481,167.12836395833227,54
did:plc:ebqrrskhqj24xpafaqi43qfb,77,85,583,48,7,7.010191594774352,8.505882352941176,0.5081431055646425,167.27838023147925,210
did:plc:i7glf5pvuuci42jshrtrj4py,17,17,11,0,2,0.36386156736693465,1.7647058823529411,0.1055356679069281,161.08298111110926,30
did:plc:dbptwo3oa2iema535pfja7tt,66,3567,223,67,7,41.245756577717266,1.0832632464255676,25.720314639457467,168.4248582175926,4320
did:plc:hyjb4szxyui5r4dqetx6aulk,223,3444,2472,202,944,73.68624418976995,2.0505226480836236,24.862138445699728,167.87513016203764,4320
did:plc:hyb4tuwajoaiqwiuioqieihh,3,21,22,0,1,0.4818200403207817,2.0952380952380953,0.15252497244974922,160.85269383101829,28
did:plc:gph75v2yr7qhyuldnt7irsgn,837,116,373,16,92,40.35501613726084,5.146551724137931,0.840348525002256,167.90905491897905,4320
did:plc:3g3usfpghdhx4fwcq4owfetv,410,130,842,45,120,12.930731242999057,8.746153846153845,0.9486481335423348,166.1020907638884,248
did:plc:w4e56x4jornacu2jvkyfcpi6,126,30,46,2,4,0.8973153294059846,2.7333333333333334,0.22796071646479418,156.91071212962822,36
did:plc:sm65bebug2bxstzqjrdmmdxu,2156,67,219,64,23,3.6221460613047705,5.567164179104478,0.4591713862553377,167.13106656250025,90
did:plc:lvybpkmb5ilnun7kfa7ckhjg,293,33,408,106,23,6.594985402085747,17.272727272727273,0.20440867693818984,162.3169553587972,70
did:plc:guxr5sudkxe2klytdyanj2fs,747,436,645,50,79,46.23378542116522,2.7752293577981653,3.1531972385657054,168.24036517361247,4320
did:plc:xm2toxqutz67ovunzapfq4of,1099,25,452,92,8,5.361340789620046,23.08,0.18074530862717314,166.3552863888884,36
did:plc:ehga6c4yzaeij5dnc2xd6td2,516,22,28,0,3,0.5682230494393452,2.409090909090909,0.1609100908546241,166.72201534722137,34
did:plc:6dvndzl3xxgvv3ry5us5jqzc,22,88,91,0,67,2.7682161312120335,2.7954545454545454,0.6417359142844034,166.75335479166773,137
did:plc:l7xni46bw3kt3oxsym5s2mhs,215,29,49,0,10,1.0780371559144606,3.0344827586206895,0.21170180824094856,162.3624137847236,55
did:plc:xl4nqgq6zyaiwz4jo5uf376r,60,105,355,1,21,4.192071943295687,4.59047619047619,0.6413278971680282,168.2304588425932,109
did:plc:kkx6pezq6yztcns7ezzjdhv5,603,10,11,0,0,0.3927658693096107,2.1,0.07412887222860738,162.19542525463083,31
did:plc:qgzdwogoysmpphwguqkxncxc,2019,116,862,131,76,12.66755768237852,10.21551724137931,0.8390063092257325,168.24475982638972,468
did:plc:dnj6phopbn4jfajg4c7p4t2f,302,296,2109,75,79,27.27526591995964,8.64527027027027,2.086427755559393,167.8771209259276,470
did:plc:5hgatb76lbpbooi2ycq232fz,334,104,58,0,3,1.8911731606103792,1.5865384615384615,0.7583057005397638,167.13252719907297,191
did:plc:k3xyc47qtqgrxak75bmvua4z,18,27,43,0,9,0.855292026538306,2.925925925925926,0.18944406055719817,163.4782065046275,40
did:plc:otcznlkfl7y3r65fkbz2f7br,187,41,69,7,17,1.1336190407165494,3.268292682926829,0.24466154931228748,167.57843688657164,42
did:plc:2nzgmd7m7u4sauuxpjfe6jlq,2,73,11,0,0,0.8998943557164761,1.1506849315068493,0.5287053541136756,168.04185335648282,135
did:plc:lejqy3aexjcpso43fiqrufge,1244,116,186,8,23,3.619488976909532,2.8706896551724137,0.7323191896213888,167.28290331018744,184
did:plc:m3ylqs5kviwlgvt7sdbvcy57,72,139,57,1,2,2.054996533207706,1.4316546762589928,0.9578778491135498,168.105647557869,167
did:plc:sutfnbxgmadz3iyibouch4em,1432,391,148,18,303,10.488994136786392,2.1994884910485935,2.814950607574288,168.03946006944335,650
did:plc:dnrqhlcnnzz4rnrvknrkcqsb,3553,40,5477,624,162,58.73462654883648,157.575,0.26535087362373333,164.04262667823997,90
did:plc:g6uq5wjkkppsavug4q7usyif,318,169,241,10,19,4.217580180448547,2.5976331360946747,1.141271744414807,167.73239516203878,174
did:plc:ggrbw5ttqsn7apzei4zz4uwv,26,17,6,2,7,0.2764051918054738,1.8823529411764706,0.10129656327893242,167.82405493055504,25
did:plc:rvp7ilt2oqs5zeqyteqeiflh,9,6,4,1,0,0.10951276034134193,1.8333333333333333,0.036336879843881474,166.02444384259206,8
did:plc:jxye4mvwgj6z7oikqksak4sf,129,179,409,8,22,7.183617292013539,3.452513966480447,1.2688450176806878,167.97805030092596,287
did:plc:7d2x6rptjqgivcudvopjwsrm,278,13,102,3,7,1.4046635911587482,9.615384615384615,0.08219975778822705,165.2182064699078,18
did:plc:uphebv7z2ixvfux3txefwbqq,41,83,117,4,32,2.4288995356385534,2.8433734939759034,0.5978726379443611,167.31763246527976,88
did:plc:sydj3hczb3dnvvsqs3zgxrzx,1013,26,60,12,9,1.2727100227814947,4.115384615384615,0.17315788208465924,168.25685008101993,65
did:plc:tx7z64dcxjohcql3p2l53ohr,599,78,213,5,19,3.2757372930177975,4.038461538461538,0.5586478743757617,166.98715332175846,91
did:plc:uiksmq7z3v5j3ggeqpu6jpt3,25,31,85,25,7,1.1804720993161084,4.774193548387097,0.18454078163849882,167.98454913194533,36
did:plc:r7gnxpno4ypalznai76p2zx2,89,51,40,2,4,1.6232743688440732,1.9019607843137254,0.3798803084928005,162.83038935185306,112
did:plc:q5mzfran3uwvqqdlwitdlttl,7,49,38,0,4,0.9556488310177607,1.8571428571428572,0.36061601418009315,163.990333854167,74
did:plc:b442o2ezcaisgfsdrnfjsymm,289,3564,2702,4,391,70.30854196313166,1.8689674523007855,25.763992202359354,168.0685781134251,4320
did:plc:443pjjo7xlckdpxpax2ewakn,39,18,19,0,4,0.33412450209699046,2.2777777777777777,0.10701213558070537,168.20522179397994,19
did:plc:getmiwzd6rdrs2vtgn7whrbo,153,28,54,2,7,0.799499280881265,3.25,0.17432347587359423,167.79741597222232,33
did:plc:ucbff4tgiy5nt6qwxdmwv3d7,159,46,102,27,9,35.2529380332659,4.0,0.33286772140297194,168.16310706018572,4320
did:plc:6qucioxidc675odu42ud5uj7,54,70,134,27,17,6.827620074390768,3.5428571428571427,0.5056740316906659,168.02862092592375,498
did:plc:erjfu5uzilkiea3eu5nyiq47,97,884,1318,49,178,25.53576850017256,2.747737556561086,6.354383074489791,167.82946464120513,957
did:plc:aekmfwbinqv3xds7jac74t2o,16,53,95,8,5,1.4664336216022902,3.0377358490566038,0.37739435675745825,159.7201625578685,72
did:plc:gflikedz6twbroyfs2ebrhlv,1005,3379,4491,312,414,89.08731546767201,2.5439479135839007,24.44988245606531,168.20058162037145,3934
did:plc:acxqld3ockdwxvnb4qps4nv3,61,29,22,7,3,0.7654006222644788,2.103448275862069,0.20563047788973363,165.92394383101828,58
did:plc:vm72yi75lnh5jkou5lkeakwi,60,46,68,6,14,1.3544101280797702,2.9130434782608696,0.3186356839435786,167.31654103009237,58
did:plc:qn4ps5jtmmxfho2lxdb4gd72,38,53,9,0,5,0.5919043832930143,1.2641509433962264,0.3632407429844924,167.91209401620483,70
did:plc:f6d6o3wfri5wixdxt4qy7wn2,441,23,213,4,18,2.7219182080423274,11.217391304347826,0.18094555316372368,153.02924443286878,29
did:plc:u4fxwgure7vu645smyzmyz7o,478,195,1198,113,75,16.8563618464314,8.107692307692307,1.43997379173853,164.39647163194363,257
did:plc:vzdvfbwjoaimqsn3axfrbxue,4,243,4,0,1,2.269550935047035,1.0205761316872428,1.5760818772445198,167.97012777777735,248
did:plc:kkdf6hqvejm644lut6bjcdbc,225,17,7,1,3,0.30947173579282444,1.6470588235294117,0.12091709742457757,167.06677479166675,32
did:plc:u44idx3mmmsb37zvqnfvyzxh,74,25,8,0,3,0.6630981375812929,1.44,0.18652077809068732,163.34036365740553,69
did:plc:3iyo3zs2k6i4p6c2robjz4tf,2127,1842,1267,199,1197,65.28088987169923,2.4457111834961998,13.316853443815523,167.92270221064763,4320
did:plc:owpdxxctbpoozsujrt33ayio,384,169,200,13,17,4.968251119582745,2.36094674556213,1.2390416284205952,166.23512554398013,322
did:plc:tsgkerv4zt2l7nper6ovz7yf,521,877,5818,1016,517,115.80736804992625,9.381984036488028,6.359060505427903,167.87154336805696,4320
did:plc:ydavhcyuslkqnzb3fmsra6ay,108,62,327,27,18,4.939673962306384,7.0,0.4825015142711693,156.88063446759074,79
did:plc:jdmexeoksjjh3szgmyywurix,73,55,28,3,4,0.8759314200246158,1.6363636363636365,0.3799242479467593,167.79214630787018,88
did:plc:3kebqhb5klzwaif3hlnp6yme,3956,1643,6838,1294,1473,94.56467724352639,6.846013390139988,9.791078583028126,168.22090332175847,1653
did:plc:wkrfkfs5rrv3b4gmypoxvx5t,26,57,48,2,7,1.0578125470189852,2.0,0.3920906648498621,167.30021343749982,66
did:plc:hssbhxnxf3paabewhsyxrcdm,67,36,21,1,12,0.7739263987684789,1.9444444444444444,0.24571692571856482,166.1109981712975,53
did:plc:xb6hzkrp4t5y4rd5sto54ijv,61,12,28,3,2,0.47302373799740555,3.75,0.0746590922836144,167.95010577546225,32
did:plc:b2zvvhzd5wiuxvjuoku7zl6y,344,322,538,18,110,11.371308088666037,3.0683229813664594,2.3149535263198238,168.09303871527865,513
did:plc:bnow4ow7jip5um7emavt3x5c,31,28,125,15,3,1.8260479257234317,6.107142857142857,0.20148090203634833,167.44645775462743,52
did:plc:a43jp34ciebkwynwn7wljthi,75,21,39,6,10,0.5671747257908294,3.619047619047619,0.1429697402177754,168.01850273148054,28
did:plc:yofmuk5wlmyirevmynhbybrw,47,433,284,10,147,9.867354536470621,2.0184757505773674,3.072262836729187,167.62055483796254,588
did:plc:te4sz3l5hnm2tlqv7d3phh5c,96,14,16,1,2,0.37722248558596017,2.357142857142857,0.10479694825312146,160.8670733912041,20
did:plc:a2uu2lpbnevfhetjk4h7kl7p,759,21,95,24,10,1.7711198215863317,7.142857142857143,0.15079855222482208,166.08328181712992,46
did:plc:a5t3zzro5wy3zafqpu66iu26,85,44,42,0,8,0.9101528340077105,2.1363636363636362,0.3044207907231933,167.85542181712887,49
did:plc:leah5mpg4hi27kfncv66ntf4,125,15,39,0,8,1.4733894164053105,4.133333333333334,0.10844088945265007,168.0310293981488,106
did:plc:cug4n7kcxo2aovw23ufuzm4q,1656,1268,847,95,84,48.28459949780262,1.8091482649842272,9.186667390267303,168.00211857638976,4320
did:plc:zokbtzgn6hj2w4auyjmj5zet,813,8,10,1,5,0.5564213946030027,3.0,0.04758470270290706,168.12125631944448,54
did:plc:oit45aexpu3rgfwckksrr66t,171,69,268,13,27,4.739464510977568,5.463768115942029,0.49046280606371245,167.9495433564815,168
did:plc:4evb75qnkorixbap2tvagh35,76,29,102,3,7,1.412594491138106,4.862068965517241,0.2058046395439274,168.12212200231573,33
did:plc:esl2uzlo6m3rsh673h7kudin,14025,252,729,194,65,46.41704087167188,4.920634920634921,1.824017887479108,167.7441023379647,4320
did:plc:3vmrzjrj7ykzyv4633m6tzkt,159,18,100,23,2,1.349712048264925,7.944444444444445,0.11198755526770618,166.070398634261,31
did:plc:hcucmjczt2omxf26yp5kyq2y,43,90,48,6,14,1.8785386373071766,1.7555555555555555,0.647935522100389,166.0460353472222,160
did:plc:zxp2jcaoo7tzgxp76dbnvjtn,267,22,63,2,6,1.0368007169328481,4.2272727272727275,0.17192882226246464,157.01498063657294,36
did:plc:s3g2qkhegurzwdcilz5ex7cs,95,91,404,13,45,5.634699467186201,6.076923076923077,0.6230704701433105,167.2209774189801,96
did:plc:66cl6oxhwe77d5w5du7u2vgh,44,32,33,0,25,0.8637316462917378,2.8125,0.2253375782663439,160.71799710648204,35
did:plc:ez676x2vugft434kplounhl5,2,17,76,0,5,0.8808999917444081,5.764705882352941,0.11441792834168386,163.13959547453732,21
did:plc:65aztr6hmdje3zatcmjx7rys,7616,169,80,18,10,5.328380557417579,1.6390532544378698,1.2221740879852312,167.88665096064685,556
did:plc:tjixnkgvkwgx2mcleps6njxr,105,24,20,0,5,0.44471886947640976,2.0416666666666665,0.1481044119422435,164.7072273263887,27
did:plc:amar22q7uqk7z3va3e5h7j5e,81,330,950,6,138,14.209592846666096,4.315151515151515,2.4448056642717417,161.90474937499948,386
did:plc:ewl3dmgu7q3obvqv25rjvhe2,51,34,23,1,19,0.9761122989914528,2.264705882352941,0.22806165337033468,166.1010873148149,63
did:plc:24yx3rpy6745zxpcgrq5iir2,94,31,8,0,7,0.7757319713341567,1.4838709677419355,0.22183046959084238,167.93237560185017,117
did:plc:ihhv76g2hswxvxo32m7hmxxr,110,41,33,1,2,2.0198915141133997,1.8780487804878048,0.29859760932052426,167.25130136574032,225
did:plc:fumvhsmmhslxbuzjjl2lvkre,185,54,38,1,7,1.0619477878310664,1.8518518518518519,0.3944475304573535,165.98988943287068,66
did:plc:ru6jj2oj7kcakdsgijxipfix,16,31,18,1,0,0.5095108795255961,1.6129032258064515,0.20375200147040703,167.17909763888903,38
